id,order_id,product_id,quantity,unit_price,unit_cost
ITEM-04715,ORD-202510-1904,P016,3,3000,1500
ITEM-04716,ORD-202510-1904,P002,3,1450,993
ITEM-04717,ORD-202510-1905,P012,3,150,15
ITEM-04718,ORD-202510-1905,P018,1,5000,2300
ITEM-04719,ORD-202510-1905,P003,3,1700,1148
ITEM-04720,ORD-202510-1905,P011,1,1400,180
ITEM-04721,ORD-202510-1906,P018,3,5000,2300
ITEM-04722,ORD-202510-1906,P005,1,2200,1040
ITEM-04723,ORD-202510-1906,P015,1,300,30
ITEM-04724,ORD-202510-1907,P011,1,1400,180
ITEM-04725,ORD-202510-1907,P012,3,150,15
ITEM-04726,ORD-202510-1908,P017,3,4000,1900
ITEM-04727,ORD-202510-1908,P012,2,150,15
ITEM-04728,ORD-202510-1908,P019,1,6000,2700
ITEM-04729,ORD-202510-1909,P014,1,250,25
ITEM-04730,ORD-202510-1910,P004,2,1950,930
ITEM-04731,ORD-202510-1910,P019,3,6000,2700
ITEM-04732,ORD-202510-1910,P014,2,250,25
ITEM-04733,ORD-202510-1910,P010,1,1250,160
ITEM-04734,ORD-202510-1911,P003,1,1700,820
ITEM-04735,ORD-202510-1912,P014,3,250,25
ITEM-04736,ORD-202510-1912,P006,1,2450,1150
ITEM-04737,ORD-202510-1912,P003,3,1700,820
ITEM-04738,ORD-202510-1913,P007,1,800,100
ITEM-04739,ORD-202510-1914,P009,2,1100,140
ITEM-04740,ORD-202510-1914,P012,2,150,15
ITEM-04741,ORD-202510-1914,P010,2,1250,160
ITEM-04742,ORD-202510-1914,P011,3,1400,180
ITEM-04743,ORD-202510-1915,P014,3,250,25
ITEM-04744,ORD-202510-1915,P010,3,1250,160
ITEM-04745,ORD-202510-1915,P006,3,2450,1150
ITEM-04746,ORD-202510-1915,P013,3,200,20
ITEM-04747,ORD-202510-1916,P005,1,2200,1456
ITEM-04748,ORD-202510-1917,P001,2,1200,600
ITEM-04749,ORD-202510-1917,P013,1,200,20
ITEM-04750,ORD-202510-1917,P001,2,1200,600
ITEM-04751,ORD-202510-1918,P013,1,200,20
ITEM-04752,ORD-202510-1918,P010,2,1250,160
ITEM-04753,ORD-202510-1918,P015,1,300,30
ITEM-04754,ORD-202510-1918,P007,1,800,100
ITEM-04755,ORD-202510-1919,P013,2,200,20
ITEM-04756,ORD-202510-1919,P018,2,5000,2300
ITEM-04757,ORD-202510-1920,P019,2,6000,2700
ITEM-04758,ORD-202510-1921,P019,2,6000,2700
ITEM-04759,ORD-202510-1921,P007,2,800,100
ITEM-04760,ORD-202510-1921,P013,2,200,20
ITEM-04761,ORD-202510-1921,P002,1,1450,710
ITEM-04762,ORD-202510-1922,P017,1,4000,1900
ITEM-04763,ORD-202510-1922,P012,2,150,15
ITEM-04764,ORD-202510-1923,P010,3,1250,160
ITEM-04765,ORD-202510-1923,P011,3,1400,180
ITEM-04766,ORD-202510-1924,P008,2,950,120
ITEM-04767,ORD-202510-1924,P002,1,1450,710
ITEM-04768,ORD-202510-1924,P003,3,1700,820
ITEM-04769,ORD-202510-1924,P007,3,800,100
ITEM-04770,ORD-202510-1925,P004,2,1950,930
ITEM-04771,ORD-202510-1925,P017,3,4000,1900
ITEM-04772,ORD-202510-1926,P014,1,250,25
ITEM-04773,ORD-202510-1926,P016,1,3000,1500
ITEM-04774,ORD-202510-1927,P017,3,4000,1900
ITEM-04775,ORD-202510-1928,P019,2,6000,2700
ITEM-04776,ORD-202510-1928,P016,1,3000,1500
ITEM-04777,ORD-202510-1928,P001,2,1200,600
ITEM-04778,ORD-202510-1929,P015,3,300,30
ITEM-04779,ORD-202510-1930,P005,1,2200,1040
ITEM-04780,ORD-202510-1930,P015,3,300,30
ITEM-04781,ORD-202510-1930,P009,3,1100,140
ITEM-04782,ORD-202510-1930,P001,1,1200,600
ITEM-04783,ORD-202510-1931,P009,1,1100,140
ITEM-04784,ORD-202510-1931,P017,3,4000,1900
ITEM-04785,ORD-202510-1931,P008,2,950,120
ITEM-04786,ORD-202510-1931,P012,3,150,15
ITEM-04787,ORD-202510-1932,P002,1,1450,710
ITEM-04788,ORD-202510-1932,P005,1,2200,1040
ITEM-04789,ORD-202510-1932,P003,2,1700,820
ITEM-04790,ORD-202510-1933,P008,3,950,120
ITEM-04791,ORD-202510-1934,P007,2,800,100
ITEM-04792,ORD-202510-1934,P011,1,1400,180
ITEM-04793,ORD-202510-1934,P010,1,1250,160
ITEM-04794,ORD-202510-1934,P018,3,5000,2300
ITEM-04795,ORD-202510-1935,P013,2,200,20
ITEM-04796,ORD-202510-1936,P001,2,1200,840
ITEM-04797,ORD-202510-1937,P011,3,1400,180
ITEM-04798,ORD-202510-1937,P001,2,1200,600
ITEM-04799,ORD-202510-1937,P018,1,5000,2300
ITEM-04800,ORD-202510-1938,P006,1,2450,1610
ITEM-04801,ORD-202510-1938,P016,3,3000,1500
ITEM-04802,ORD-202510-1939,P001,2,1200,600
ITEM-04803,ORD-202510-1939,P006,2,2450,1150
ITEM-04804,ORD-202510-1940,P006,1,2450,1150
ITEM-04805,ORD-202510-1941,P004,3,1950,1302
ITEM-04806,ORD-202510-1942,P009,2,1100,140
ITEM-04807,ORD-202510-1942,P014,1,250,25
ITEM-04808,ORD-202510-1942,P001,1,1200,600
ITEM-04809,ORD-202510-1942,P014,1,250,25
ITEM-04810,ORD-202510-1943,P014,3,250,25
ITEM-04811,ORD-202510-1943,P014,3,250,25
ITEM-04812,ORD-202510-1943,P006,3,2450,1150
ITEM-04813,ORD-202510-1943,P017,3,4000,1900
ITEM-04814,ORD-202510-1944,P016,1,3000,1500
ITEM-04815,ORD-202510-1945,P001,3,1200,600
ITEM-04816,ORD-202510-1945,P011,2,1400,180
ITEM-04817,ORD-202510-1946,P009,2,1100,140
ITEM-04818,ORD-202510-1947,P008,2,950,120
ITEM-04819,ORD-202510-1947,P006,3,2450,1150
ITEM-04820,ORD-202510-1947,P019,2,6000,2700
ITEM-04821,ORD-202510-1948,P005,1,2200,1456
ITEM-04822,ORD-202510-1948,P010,2,1250,160
ITEM-04823,ORD-202510-1949,P003,1,1700,820
ITEM-04824,ORD-202510-1949,P018,2,5000,2300
ITEM-04825,ORD-202510-1950,P011,2,1400,180
ITEM-04826,ORD-202510-1951,P004,1,1950,1302
ITEM-04827,ORD-202510-1951,P018,3,5000,2300
ITEM-04828,ORD-202510-1952,P006,3,2450,1150
ITEM-04829,ORD-202510-1952,P010,1,1250,160
ITEM-04830,ORD-202510-1952,P005,1,2200,1040
ITEM-04831,ORD-202510-1952,P018,3,5000,2300
ITEM-04832,ORD-202510-1953,P016,1,3000,1500
ITEM-04833,ORD-202510-1953,P002,2,1450,710
ITEM-04834,ORD-202510-1953,P017,1,4000,1900
ITEM-04835,ORD-202510-1954,P002,2,1450,710
ITEM-04836,ORD-202510-1954,P005,2,2200,1040
ITEM-04837,ORD-202510-1954,P011,3,1400,180
ITEM-04838,ORD-202510-1954,P015,3,300,30
ITEM-04839,ORD-202510-1955,P012,3,150,15
ITEM-04840,ORD-202510-1956,P006,2,2450,1150
ITEM-04841,ORD-202510-1956,P018,1,5000,2300
ITEM-04842,ORD-202510-1956,P012,2,150,15
ITEM-04843,ORD-202510-1956,P017,2,4000,1900
ITEM-04844,ORD-202511-1957,P013,1,200,20
ITEM-04845,ORD-202511-1958,P015,3,300,30
ITEM-04846,ORD-202511-1958,P005,1,2200,1040
ITEM-04847,ORD-202511-1958,P011,3,1400,180
ITEM-04848,ORD-202511-1958,P008,2,950,120
ITEM-04849,ORD-202511-1959,P007,3,800,100
ITEM-04850,ORD-202511-1960,P016,2,3000,1500
ITEM-04851,ORD-202511-1961,P010,1,1250,160
ITEM-04852,ORD-202511-1962,P010,3,1250,160
ITEM-04853,ORD-202511-1962,P002,1,1450,993
ITEM-04854,ORD-202511-1963,P014,3,250,25
ITEM-04855,ORD-202511-1963,P003,1,1700,820
ITEM-04856,ORD-202511-1964,P008,2,950,120
ITEM-04857,ORD-202511-1964,P010,1,1250,160
ITEM-04858,ORD-202511-1965,P003,2,1700,820
ITEM-04859,ORD-202511-1965,P015,3,300,30
ITEM-04860,ORD-202511-1966,P018,3,5000,2300
ITEM-04861,ORD-202511-1967,P017,2,4000,1900
ITEM-04862,ORD-202511-1967,P012,1,150,15
ITEM-04863,ORD-202511-1967,P004,3,1950,930
ITEM-04864,ORD-202511-1967,P006,2,2450,1150
ITEM-04865,ORD-202511-1968,P016,3,3000,1500
ITEM-04866,ORD-202511-1969,P008,1,950,120
ITEM-04867,ORD-202511-1970,P010,3,1250,160
ITEM-04868,ORD-202511-1970,P016,2,3000,1500
ITEM-04869,ORD-202511-1970,P009,1,1100,140
ITEM-04870,ORD-202511-1971,P018,2,5000,2300
ITEM-04871,ORD-202511-1971,P002,1,1450,710
ITEM-04872,ORD-202511-1971,P002,2,1450,710
ITEM-04873,ORD-202511-1972,P013,3,200,20
ITEM-04874,ORD-202511-1972,P016,1,3000,1500
ITEM-04875,ORD-202511-1973,P006,1,2450,1150
ITEM-04876,ORD-202511-1973,P003,1,1700,820
ITEM-04877,ORD-202511-1973,P001,2,1200,600
ITEM-04878,ORD-202511-1973,P009,2,1100,140
ITEM-04879,ORD-202511-1974,P003,2,1700,1148
ITEM-04880,ORD-202511-1974,P011,1,1400,180
ITEM-04881,ORD-202511-1974,P011,3,1400,180
ITEM-04882,ORD-202511-1975,P015,2,300,30
ITEM-04883,ORD-202511-1975,P008,1,950,120
ITEM-04884,ORD-202511-1976,P006,2,2450,1150
ITEM-04885,ORD-202511-1976,P015,1,300,30
ITEM-04886,ORD-202511-1976,P011,3,1400,180
ITEM-04887,ORD-202511-1977,P006,1,2450,1150
ITEM-04888,ORD-202511-1977,P017,3,4000,1900
ITEM-04889,ORD-202511-1977,P019,3,6000,2700
ITEM-04890,ORD-202511-1978,P012,1,150,15
ITEM-04891,ORD-202511-1978,P016,3,3000,1500
ITEM-04892,ORD-202511-1979,P013,1,200,20
ITEM-04893,ORD-202511-1979,P008,2,950,120
ITEM-04894,ORD-202511-1979,P002,1,1450,710
ITEM-04895,ORD-202511-1979,P019,2,6000,2700
ITEM-04896,ORD-202511-1980,P005,2,2200,1456
ITEM-04897,ORD-202511-1980,P017,3,4000,1900
ITEM-04898,ORD-202511-1980,P005,3,2200,1456
ITEM-04899,ORD-202511-1980,P002,2,1450,993
ITEM-04900,ORD-202511-1981,P013,3,200,20
ITEM-04901,ORD-202511-1981,P004,1,1950,930
ITEM-04902,ORD-202511-1981,P008,2,950,120
ITEM-04903,ORD-202511-1982,P011,1,1400,180
ITEM-04904,ORD-202511-1983,P013,2,200,20
ITEM-04905,ORD-202511-1983,P018,3,5000,2300
ITEM-04906,ORD-202511-1983,P016,2,3000,1500
ITEM-04907,ORD-202511-1984,P013,2,200,20
ITEM-04908,ORD-202511-1984,P009,3,1100,140
ITEM-04909,ORD-202511-1984,P015,3,300,30
ITEM-04910,ORD-202511-1984,P007,3,800,100
ITEM-04911,ORD-202511-1985,P007,3,800,100
ITEM-04912,ORD-202511-1986,P005,2,2200,1040
ITEM-04913,ORD-202511-1986,P009,3,1100,140
ITEM-04914,ORD-202511-1986,P007,2,800,100
ITEM-04915,ORD-202511-1987,P009,1,1100,140
ITEM-04916,ORD-202511-1987,P005,2,2200,1456
ITEM-04917,ORD-202511-1987,P010,3,1250,160
ITEM-04918,ORD-202511-1987,P015,2,300,30
ITEM-04919,ORD-202511-1988,P009,3,1100,140
ITEM-04920,ORD-202511-1988,P019,3,6000,2700
ITEM-04921,ORD-202511-1988,P008,2,950,120
ITEM-04922,ORD-202511-1988,P015,1,300,30
ITEM-04923,ORD-202511-1989,P004,1,1950,1302
ITEM-04924,ORD-202511-1989,P003,3,1700,1148
ITEM-04925,ORD-202511-1989,P005,3,2200,1456
ITEM-04926,ORD-202511-1989,P001,3,1200,840
ITEM-04927,ORD-202511-1990,P007,1,800,100
ITEM-04928,ORD-202511-1990,P013,1,200,20
ITEM-04929,ORD-202511-1991,P004,1,1950,930
ITEM-04930,ORD-202511-1991,P010,3,1250,160
ITEM-04931,ORD-202511-1991,P015,2,300,30
ITEM-04932,ORD-202511-1991,P001,3,1200,600
ITEM-04933,ORD-202511-1992,P013,2,200,20
ITEM-04934,ORD-202511-1992,P005,2,2200,1456
ITEM-04935,ORD-202511-1993,P013,2,200,20
ITEM-04936,ORD-202511-1993,P009,2,1100,140
ITEM-04937,ORD-202511-1993,P019,2,6000,2700
ITEM-04938,ORD-202511-1993,P009,3,1100,140
ITEM-04939,ORD-202511-1994,P003,2,1700,820
ITEM-04940,ORD-202511-1994,P003,3,1700,820
ITEM-04941,ORD-202511-1995,P012,2,150,15
ITEM-04942,ORD-202511-1996,P015,2,300,30
ITEM-04943,ORD-202511-1996,P010,3,1250,160
ITEM-04944,ORD-202511-1996,P011,2,1400,180
ITEM-04945,ORD-202511-1997,P006,3,2450,1610
ITEM-04946,ORD-202511-1997,P004,3,1950,1302
ITEM-04947,ORD-202511-1998,P013,3,200,20
ITEM-04948,ORD-202511-1998,P017,2,4000,1900
ITEM-04949,ORD-202511-1998,P004,2,1950,930
ITEM-04950,ORD-202511-1999,P017,3,4000,1900
ITEM-04951,ORD-202511-1999,P003,2,1700,820
ITEM-04952,ORD-202511-1999,P009,2,1100,140
ITEM-04953,ORD-202511-2000,P007,1,800,100
ITEM-04954,ORD-202511-2000,P017,1,4000,1900
ITEM-04955,ORD-202511-2001,P005,1,2200,1040
ITEM-04956,ORD-202511-2001,P015,3,300,30
ITEM-04957,ORD-202511-2002,P005,1,2200,1040
ITEM-04958,ORD-202511-2002,P014,3,250,25
ITEM-04959,ORD-202511-2002,P008,1,950,120
ITEM-04960,ORD-202511-2003,P016,1,3000,1500
ITEM-04961,ORD-202511-2003,P015,2,300,30
ITEM-04962,ORD-202511-2003,P014,1,250,25
ITEM-04963,ORD-202511-2003,P001,3,1200,840
ITEM-04964,ORD-202511-2004,P010,3,1250,160
ITEM-04965,ORD-202511-2004,P009,1,1100,140
ITEM-04966,ORD-202511-2005,P001,2,1200,600
ITEM-04967,ORD-202511-2005,P001,3,1200,600
ITEM-04968,ORD-202511-2005,P015,1,300,30
ITEM-04969,ORD-202511-2006,P010,2,1250,160
ITEM-04970,ORD-202511-2006,P018,1,5000,2300
ITEM-04971,ORD-202511-2006,P012,3,150,15
ITEM-04972,ORD-202511-2006,P011,3,1400,180
ITEM-04973,ORD-202511-2007,P003,2,1700,820
ITEM-04974,ORD-202511-2007,P011,1,1400,180
ITEM-04975,ORD-202511-2008,P009,2,1100,140
ITEM-04976,ORD-202511-2008,P006,3,2450,1150
ITEM-04977,ORD-202511-2008,P004,3,1950,930
ITEM-04978,ORD-202511-2009,P003,1,1700,820
ITEM-04979,ORD-202511-2009,P014,3,250,25
ITEM-04980,ORD-202511-2010,P007,2,800,100
ITEM-04981,ORD-202511-2010,P014,3,250,25
ITEM-04982,ORD-202511-2010,P005,3,2200,1040
ITEM-04983,ORD-202511-2010,P003,1,1700,820
ITEM-04984,ORD-202511-2011,P008,2,950,120
ITEM-04985,ORD-202511-2011,P011,3,1400,180
ITEM-04986,ORD-202511-2011,P009,3,1100,140
ITEM-04987,ORD-202511-2011,P015,3,300,30
ITEM-04988,ORD-202511-2012,P008,3,950,120
ITEM-04989,ORD-202511-2013,P004,3,1950,1302
ITEM-04990,ORD-202511-2014,P009,3,1100,140
ITEM-04991,ORD-202511-2014,P009,2,1100,140
ITEM-04992,ORD-202511-2014,P001,1,1200,600
ITEM-04993,ORD-202511-2015,P002,2,1450,993
ITEM-04994,ORD-202511-2016,P019,2,6000,2700
ITEM-04995,ORD-202511-2016,P017,2,4000,1900
ITEM-04996,ORD-202511-2017,P004,2,1950,930
ITEM-04997,ORD-202511-2018,P016,1,3000,1500
ITEM-04998,ORD-202511-2018,P004,3,1950,930
ITEM-04999,ORD-202511-2018,P006,1,2450,1150
ITEM-05000,ORD-202511-2019,P015,3,300,30
ITEM-05001,ORD-202511-2020,P017,2,4000,1900
ITEM-05002,ORD-202511-2020,P009,2,1100,140
ITEM-05003,ORD-202511-2020,P003,3,1700,820
ITEM-05004,ORD-202511-2021,P005,3,2200,1040
ITEM-05005,ORD-202511-2021,P009,2,1100,140
ITEM-05006,ORD-202511-2021,P012,1,150,15
ITEM-05007,ORD-202511-2021,P017,1,4000,1900
ITEM-05008,ORD-202511-2022,P013,2,200,20
ITEM-05009,ORD-202511-2022,P014,2,250,25
ITEM-05010,ORD-202511-2022,P007,1,800,100
ITEM-05011,ORD-202511-2022,P014,1,250,25
ITEM-05012,ORD-202512-2023,P017,2,4000,1900
ITEM-05013,ORD-202512-2023,P015,2,300,30
ITEM-05014,ORD-202512-2023,P017,1,4000,1900
ITEM-05015,ORD-202512-2024,P012,2,150,15
ITEM-05016,ORD-202512-2025,P017,2,4000,1900
ITEM-05017,ORD-202512-2025,P018,2,5000,2300
ITEM-05018,ORD-202512-2026,P007,2,800,100
ITEM-05019,ORD-202512-2026,P005,1,2200,1040
ITEM-05020,ORD-202512-2027,P016,2,3000,1500
ITEM-05021,ORD-202512-2027,P003,1,1700,820
ITEM-05022,ORD-202512-2027,P002,1,1450,710
ITEM-05023,ORD-202512-2028,P003,3,1700,820
ITEM-05024,ORD-202512-2029,P018,1,5000,2300
ITEM-05025,ORD-202512-2030,P006,2,2450,1150
ITEM-05026,ORD-202512-2030,P002,2,1450,710
ITEM-05027,ORD-202512-2031,P003,3,1700,820
ITEM-05028,ORD-202512-2031,P016,1,3000,1500
ITEM-05029,ORD-202512-2031,P007,3,800,100
ITEM-05030,ORD-202512-2031,P003,2,1700,820
ITEM-05031,ORD-202512-2032,P012,2,150,15
ITEM-05032,ORD-202512-2032,P008,3,950,120
ITEM-05033,ORD-202512-2032,P016,2,3000,1500
ITEM-05034,ORD-202512-2033,P016,2,3000,1500
ITEM-05035,ORD-202512-2033,P017,1,4000,1900
ITEM-05036,ORD-202512-2034,P017,1,4000,1900
ITEM-05037,ORD-202512-2034,P006,1,2450,1150
ITEM-05038,ORD-202512-2034,P002,1,1450,710
ITEM-05039,ORD-202512-2035,P002,2,1450,993
ITEM-05040,ORD-202512-2035,P007,1,800,100
ITEM-05041,ORD-202512-2036,P013,2,200,20
ITEM-05042,ORD-202512-2036,P008,1,950,120
ITEM-05043,ORD-202512-2036,P018,1,5000,2300
ITEM-05044,ORD-202512-2037,P013,2,200,20
ITEM-05045,ORD-202512-2038,P007,3,800,100
ITEM-05046,ORD-202512-2038,P003,2,1700,820
ITEM-05047,ORD-202512-2038,P007,3,800,100
ITEM-05048,ORD-202512-2039,P001,2,1200,600
ITEM-05049,ORD-202512-2040,P015,1,300,30
ITEM-05050,ORD-202512-2040,P007,3,800,100
ITEM-05051,ORD-202512-2040,P001,1,1200,600
ITEM-05052,ORD-202512-2040,P002,1,1450,710
ITEM-05053,ORD-202512-2041,P007,2,800,100
ITEM-05054,ORD-202512-2042,P012,2,150,15
ITEM-05055,ORD-202512-2043,P010,2,1250,160
ITEM-05056,ORD-202512-2043,P004,2,1950,1302
ITEM-05057,ORD-202512-2044,P014,2,250,25
ITEM-05058,ORD-202512-2045,P011,1,1400,180
ITEM-05059,ORD-202512-2045,P001,1,1200,600
ITEM-05060,ORD-202512-2045,P015,3,300,30
ITEM-05061,ORD-202512-2046,P001,2,1200,600
ITEM-05062,ORD-202512-2047,P014,1,250,25
ITEM-05063,ORD-202512-2048,P012,1,150,15
ITEM-05064,ORD-202512-2048,P018,1,5000,2300
ITEM-05065,ORD-202512-2048,P013,1,200,20
ITEM-05066,ORD-202512-2049,P008,1,950,120
ITEM-05067,ORD-202512-2049,P012,3,150,15
ITEM-05068,ORD-202512-2050,P011,1,1400,180
ITEM-05069,ORD-202512-2050,P004,1,1950,1302
ITEM-05070,ORD-202512-2050,P002,1,1450,993
ITEM-05071,ORD-202512-2050,P013,2,200,20
ITEM-05072,ORD-202512-2051,P008,2,950,120
ITEM-05073,ORD-202512-2051,P006,1,2450,1150
ITEM-05074,ORD-202512-2051,P002,3,1450,710
ITEM-05075,ORD-202512-2052,P009,3,1100,140
ITEM-05076,ORD-202512-2053,P012,3,150,15
ITEM-05077,ORD-202512-2053,P014,2,250,25
ITEM-05078,ORD-202512-2053,P012,2,150,15
ITEM-05079,ORD-202512-2053,P012,2,150,15
ITEM-05080,ORD-202512-2054,P015,1,300,30
ITEM-05081,ORD-202512-2054,P004,3,1950,1302
ITEM-05082,ORD-202512-2055,P010,1,1250,160
ITEM-05083,ORD-202512-2055,P017,2,4000,1900
ITEM-05084,ORD-202512-2056,P012,3,150,15
ITEM-05085,ORD-202512-2057,P006,3,2450,1610
ITEM-05086,ORD-202512-2057,P012,2,150,15
ITEM-05087,ORD-202512-2057,P002,3,1450,993
ITEM-05088,ORD-202512-2058,P006,1,2450,1150
ITEM-05089,ORD-202512-2059,P011,1,1400,180
ITEM-05090,ORD-202512-2060,P001,3,1200,600
ITEM-05091,ORD-202512-2060,P006,3,2450,1150
ITEM-05092,ORD-202512-2061,P018,2,5000,2300
ITEM-05093,ORD-202512-2061,P012,2,150,15
ITEM-05094,ORD-202512-2061,P013,3,200,20
ITEM-05095,ORD-202512-2062,P008,1,950,120
ITEM-05096,ORD-202512-2063,P006,3,2450,1150
ITEM-05097,ORD-202512-2063,P012,1,150,15
ITEM-05098,ORD-202512-2064,P003,1,1700,1148
ITEM-05099,ORD-202512-2065,P003,1,1700,820
ITEM-05100,ORD-202512-2066,P008,2,950,120
ITEM-05101,ORD-202512-2066,P010,2,1250,160
ITEM-05102,ORD-202512-2066,P009,1,1100,140
ITEM-05103,ORD-202512-2066,P005,2,2200,1040
ITEM-05104,ORD-202512-2067,P003,1,1700,820
ITEM-05105,ORD-202512-2067,P010,2,1250,160
ITEM-05106,ORD-202512-2068,P004,1,1950,1302
ITEM-05107,ORD-202512-2068,P018,3,5000,2300
ITEM-05108,ORD-202512-2068,P004,3,1950,1302
ITEM-05109,ORD-202512-2068,P004,1,1950,1302
ITEM-05110,ORD-202512-2069,P018,3,5000,2300
ITEM-05111,ORD-202512-2069,P018,3,5000,2300
ITEM-05112,ORD-202512-2069,P014,3,250,25
ITEM-05113,ORD-202512-2070,P016,3,3000,1500
ITEM-05114,ORD-202512-2070,P016,2,3000,1500
ITEM-05115,ORD-202512-2070,P011,3,1400,180
ITEM-05116,ORD-202512-2070,P008,1,950,120
ITEM-05117,ORD-202512-2071,P012,3,150,15
ITEM-05118,ORD-202512-2071,P008,2,950,120
ITEM-05119,ORD-202512-2071,P002,2,1450,710
ITEM-05120,ORD-202512-2072,P003,2,1700,1148
ITEM-05121,ORD-202512-2072,P003,2,1700,1148
ITEM-05122,ORD-202512-2072,P007,3,800,100
ITEM-05123,ORD-202512-2072,P016,2,3000,1500
ITEM-05124,ORD-202512-2073,P010,3,1250,160
ITEM-05125,ORD-202512-2073,P006,1,2450,1610
ITEM-05126,ORD-202512-2073,P016,3,3000,1500
ITEM-05127,ORD-202512-2074,P019,3,6000,2700
ITEM-05128,ORD-202512-2074,P008,1,950,120
ITEM-05129,ORD-202512-2074,P013,1,200,20
ITEM-05130,ORD-202512-2074,P012,1,150,15
ITEM-05131,ORD-202512-2075,P002,2,1450,993
ITEM-05132,ORD-202512-2075,P010,3,1250,160
ITEM-05133,ORD-202512-2075,P017,3,4000,1900
ITEM-05134,ORD-202512-2075,P013,2,200,20
ITEM-05135,ORD-202512-2076,P008,1,950,120
ITEM-05136,ORD-202512-2077,P012,2,150,15
ITEM-05137,ORD-202512-2077,P002,3,1450,710
ITEM-05138,ORD-202601-2078,P014,3,250,25
ITEM-05139,ORD-202601-2079,P013,3,200,20
ITEM-05140,ORD-202601-2080,P010,1,1250,160
ITEM-05141,ORD-202601-2080,P009,3,1100,140
ITEM-05142,ORD-202601-2080,P012,3,150,15
ITEM-05143,ORD-202601-2081,P017,2,4000,1900
ITEM-05144,ORD-202601-2081,P001,3,1200,600
ITEM-05145,ORD-202601-2081,P011,1,1400,180
ITEM-05146,ORD-202601-2081,P001,1,1200,600
ITEM-05147,ORD-202601-2082,P007,2,800,100
ITEM-05148,ORD-202601-2083,P002,2,1450,710
ITEM-05149,ORD-202601-2083,P011,1,1400,180
ITEM-05150,ORD-202601-2083,P013,2,200,20
ITEM-05151,ORD-202601-2084,P016,1,3000,1500
ITEM-05152,ORD-202601-2085,P004,1,1950,930
ITEM-05153,ORD-202601-2085,P019,1,6000,2700
ITEM-05154,ORD-202601-2085,P014,2,250,25
ITEM-05155,ORD-202601-2086,P008,1,950,120
ITEM-05156,ORD-202601-2087,P018,3,5000,2300
ITEM-05157,ORD-202601-2088,P010,2,1250,160
ITEM-05158,ORD-202601-2089,P003,1,1700,820
ITEM-05159,ORD-202601-2090,P001,2,1200,600
ITEM-05160,ORD-202601-2090,P006,2,2450,1150
ITEM-05161,ORD-202601-2091,P018,3,5000,2300
ITEM-05162,ORD-202601-2091,P008,3,950,120
ITEM-05163,ORD-202601-2091,P015,2,300,30
ITEM-05164,ORD-202601-2091,P014,2,250,25
ITEM-05165,ORD-202601-2092,P009,3,1100,140
ITEM-05166,ORD-202601-2093,P012,3,150,15
ITEM-05167,ORD-202601-2093,P014,1,250,25
ITEM-05168,ORD-202601-2093,P013,2,200,20
ITEM-05169,ORD-202601-2094,P001,1,1200,600
ITEM-05170,ORD-202601-2094,P018,2,5000,2300
ITEM-05171,ORD-202601-2094,P003,2,1700,820
ITEM-05172,ORD-202601-2094,P010,3,1250,160
ITEM-05173,ORD-202601-2095,P007,1,800,100
ITEM-05174,ORD-202601-2095,P006,1,2450,1150
ITEM-05175,ORD-202601-2096,P009,2,1100,140
ITEM-05176,ORD-202601-2096,P015,3,300,30
ITEM-05177,ORD-202601-2096,P002,3,1450,710
ITEM-05178,ORD-202601-2096,P008,3,950,120
ITEM-05179,ORD-202601-2097,P017,2,4000,1900
ITEM-05180,ORD-202601-2097,P015,1,300,30
ITEM-05181,ORD-202601-2098,P011,1,1400,180
ITEM-05182,ORD-202601-2098,P017,1,4000,1900
ITEM-05183,ORD-202601-2098,P001,3,1200,600
ITEM-05184,ORD-202601-2099,P001,3,1200,600
ITEM-05185,ORD-202601-2099,P006,3,2450,1150
ITEM-05186,ORD-202601-2099,P015,3,300,30
ITEM-05187,ORD-202601-2099,P006,3,2450,1150
ITEM-05188,ORD-202601-2100,P012,2,150,15
ITEM-05189,ORD-202601-2100,P010,3,1250,160
ITEM-05190,ORD-202601-2101,P007,2,800,100
ITEM-05191,ORD-202601-2102,P006,2,2450,1150
ITEM-05192,ORD-202601-2103,P006,2,2450,1150
ITEM-05193,ORD-202601-2103,P005,2,2200,1040
ITEM-05194,ORD-202601-2103,P009,3,1100,140
ITEM-05195,ORD-202601-2103,P001,3,1200,600
ITEM-05196,ORD-202601-2104,P011,3,1400,180
ITEM-05197,ORD-202601-2104,P008,2,950,120
ITEM-05198,ORD-202601-2105,P013,1,200,20
ITEM-05199,ORD-202601-2105,P011,1,1400,180
ITEM-05200,ORD-202601-2105,P010,1,1250,160
ITEM-05201,ORD-202601-2106,P002,1,1450,710
ITEM-05202,ORD-202601-2106,P018,3,5000,2300
ITEM-05203,ORD-202601-2106,P015,2,300,30
ITEM-05204,ORD-202601-2106,P009,3,1100,140
ITEM-05205,ORD-202601-2107,P008,1,950,120
ITEM-05206,ORD-202601-2108,P001,2,1200,600
ITEM-05207,ORD-202601-2108,P019,3,6000,2700
ITEM-05208,ORD-202601-2109,P011,3,1400,180
ITEM-05209,ORD-202601-2109,P014,1,250,25
ITEM-05210,ORD-202601-2109,P004,2,1950,930
ITEM-05211,ORD-202601-2109,P018,1,5000,2300
ITEM-05212,ORD-202601-2110,P001,3,1200,600
ITEM-05213,ORD-202601-2110,P016,2,3000,1500
